Tipo,Precio,Área,Habitaciones,Baños,Estrato,Ubicación
Apartamento,220000000,65,2,2,5,Valle Del Lili
Apartamento,380000000,75,3,2,5,Bochalema
Apartamento,1095000000,238,4,5,6,Normandía
Apartamento,498000000,98,3,3,5,Cl. 14 Oe. #2d82
Apartamento,185000000,60,3,2,5,Primero De Mayo
Apartamento,580000000,110,3,3,5,La Flora
Apartamento,260000000,63,2,2,5,Cali
Apartamento,283000000,67,2,2,5,Sameco
Apartamento,345000000,86,3,2,5,Caney
Apartamento,368000000,86,3,3,5,Multicentro
Apartamento,360000000,51,1,1,5,22a 121-225
Apartamento,280000000,74,2,2,5,Cl. 5 Nte. #2 Norte-1
Apartamento,280000000,65,2,2,5,Ciudad Pacifica
Apartamento,280000000,87,2,2,6,Normandía
Apartamento,600000000,115,3,3,5,Zonar Sur
Apartamento,420000000,237,3,3,5,El Ingenio
Apartamento,275000000,80,3,2,5,Ciudad Pacifica
